SalesID,ProductID,CampaignName,Category,Location
7ed73c27-d834-4626-8947-5d98eb721118,76d5eaa7-e6c9-4c8d-9ca2-fa27aac32344,mother's day,Clothing,Kerala
d6710e09-a256-417d-8bd1-cac20e4f1cef,379ba4e5-47ea-4f58-b2da-fe29b8788b2b,season end sale,Health & Wellness,Puducherry
d76bd4f4-f306-4e67-b4a7-823ec0e08819,55318678-170c-433b-aa27-f1b6652e08a6,thanks giving,Clothing,Karnataka
24e0a771-c981-45dc-bb05-99aa46cbed42,9282e53d-ed6d-4ebb-8630-b9532c1dcf7e,season end sale,Home & Kitchen,Telangana
c160da04-f04e-4592-a57b-1a5eca3565b2,40a7d9c5-4c77-4834-bb66-372a23e7f740,christmas and new year,Home & Kitchen,Tamil Nadu
3ae4addc-0f90-461b-8add-e50fc0470e94,5421e0f9-e0bc-4f59-bf34-30a56b1b1546,christmas and new year,Office Supplies,Sikkim
6d57a4e3-2aec-45da-9c52-0819e65498fa,2465f514-9432-476d-89a1-2111222b4fb5,season end sale,Clothing,Bihar
ba484bb1-b721-4166-9a2c-48ba6bb5b2c3,6dfd8fa4-1247-4178-bfe6-197166788349,valentines day,Automotive,Tripura
ddd6d057-87a6-40cf-8746-d49a2126aa4d,5825ae36-05bd-4d63-b17a-bb0ff00ba8a6,mother's day,Books,Maharashtra
9c943af3-d449-4091-ac6e-e9fb09e047fe,0f166897-f8e5-40e8-9e06-c09407cf34cb,mother's day,Toys & Games,West Bengal
1d7a4e93-385a-4ce5-947e-62409677a6ca,a3109110-9cb8-43bc-8383-e201f51ac6a0,thanks giving,Books,Manipur
20867bd7-4ca1-455f-82b5-a3d80b797ec0,a517bbdc-3cc7-4e36-8e91-1c35d499cec0,prime day,Clothing,Tripura
ba8ab455-fa38-40c1-9fe0-b577f316e4b4,57dd7c8d-ba29-4c92-a1c5-b966d0091ef0,prime day,Health & Wellness,Madhya Pradesh
0bc537b0-ce8f-4a2b-b155-293551a000c3,b7857ea8-767b-4d7f-8ac8-2f01fa9eb606,christmas and new year,Toys & Games,Chandigarh
5abdc46c-30d6-4e3f-8759-bde665ba6664,4184ac6a-7dd8-4f52-8763-628899af8fc3,valentines day,Electronics,Haryana
9233b134-344d-49ea-ad3f-c334aa0ef4c6,6e7a0ffc-38ad-47e5-a5af-e9fa58ccb114,season end sale,Beauty & Personal Care,West Bengal
a2a36387-9f8a-4002-bb1f-cd641a5119d3,223c3939-97ea-4761-b518-d0bbfb9a54a1,prime day,Health & Wellness,Haryana
8ed1a6ec-3c49-4e74-97cc-88f13d6c5d69,1af116ee-b4be-4f32-86f3-01ef06578a72,thanks giving,Books,Telangana
2eaa1670-648a-462a-8085-7a1c1a9b9285,2196f51a-4541-476f-8ab1-dd4a8dac6ed1,season end sale,Office Supplies,Uttarakhand
98cec078-6ea5-4013-9508-2181f74ca133,6d336c59-8aa1-4088-908c-ed8eec3896b4,mother's day,Health & Wellness,Bihar
49665b70-042e-40a1-add5-403b1f607632,f78f95df-70c9-4305-a4e7-2496005aa9e3,mother's day,Beauty & Personal Care,Arunachal Pradesh
82b76e23-7407-40c2-a6e5-a4cb9cc43ba1,43d7e984-dd55-4bcd-9fb7-1c813a01f1a0,thanks giving,Office Supplies,Jharkhand
298e41e3-6385-4fd8-b1b3-35058bff95f2,5cfb5cc0-2ff9-496e-9d80-82c89026af47,christmas and new year,Books,Tamil Nadu
9d63a0fd-9189-4d42-bb5b-d641932acae2,3e4e8373-8c50-4609-b990-4188aa14949a,mother's day,Books,Telangana
efefbd2e-05a2-4392-b276-9a7b8329a1eb,658cb7a3-12ef-4e1f-98d9-43c35fd5dac5,mother's day,Beauty & Personal Care,Meghalaya
a9b138e3-5c36-4e82-ae14-16e27d6654e1,6b81ea8c-caea-4084-8a9d-867e86fb37fb,mother's day,Office Supplies,Odisha
ec9c0ac1-6d80-4ec0-9600-ca7c3af59364,d49ef902-ee85-46fa-a5dd-5e5297135763,mother's day,Home & Kitchen,Meghalaya
1773cb1a-816b-439a-a11b-5512f4a8f130,8fc23430-063a-4295-8644-a8c35c48c209,normal day,Automotive,Nagaland
3b9a2485-02e1-446d-b4c8-e3616874217f,81a2c412-9c93-4699-bb12-fcd64b468bf9,season end sale,Clothing,Jharkhand
f443289e-fee1-47f0-a3cb-78b0250cc70a,b252c5a9-c3aa-4e3a-abdd-16238eff3519,valentines day,Office Supplies,West Bengal
87782814-7d98-4d8a-8337-6c45a6100e12,97f47517-5a11-49f9-bb5b-d637fb736e2b,christmas and new year,Toys & Games,Telangana
a638d003-d597-47d8-8fa8-65b1b63f4430,10abac2a-12a8-40b3-bb75-09e461e77a2b,thanks giving,Sports & Outdoors,Sikkim
2cae9e08-4a8e-4b30-83e3-832a6a84e427,81babc4a-c3ea-4d0f-ad0f-13efbe3cc74b,prime day,Clothing,Telangana
1041366e-f2b2-4a4f-9bb2-39d9f3299650,f8d40ad6-cb57-4420-810f-3e1fefffc4bb,thanks giving,Toys & Games,Odisha
94462ae3-5aa2-4c49-bd20-fd1d266f7332,750ad5e0-2fd4-4db6-bd84-2b64b44a6b21,thanks giving,Electronics,Delhi
3e637b14-2998-4fc4-9b77-bbcc07d22260,88c77791-2d5d-47c7-abf0-51b99df6e27a,christmas and new year,Clothing,Nagaland
c44cac71-c6cc-4136-905f-63204134976d,93bf7b50-158a-429f-85d9-e996c1375f70,valentines day,Clothing,Madhya Pradesh
8458a198-f280-4750-b044-f104bfb26995,03783c6b-4a88-47d2-85bb-bf5ab8bc503d,christmas and new year,Sports & Outdoors,Rajasthan
318c83e1-9a6d-43db-b33f-d38fd59b01c7,e96b8062-661f-487d-87b3-744a52f9d813,normal day,Beauty & Personal Care,Jharkhand
f0de7de1-eb65-457f-8d8e-72c22762d0f5,8952e43b-637a-425a-b320-8b8eba1ffb3c,season end sale,Home & Kitchen,West Bengal
3374bd4b-fd55-4953-b36c-dbc565b742f6,77080bcb-5e97-4ac8-84cd-ed5224bd783f,season end sale,Toys & Games,Tamil Nadu
3db5244a-87fc-4f71-a7ce-427398daa79a,d59bea8b-7d6e-4497-a500-abda8d3c23e2,mother's day,Clothing,West Bengal
4d4b82ab-eec2-430e-982c-a44f951dcdf3,ef9f8c3c-7225-4fc8-a964-538b55303fc8,mother's day,Sports & Outdoors,Madhya Pradesh
1fbef9da-1609-42fc-82b2-d267c7adb467,9c6a5a2b-3ad9-43ef-bf1c-131c85101cb5,prime day,Books,Andhra Pradesh
9bec8383-be03-4ee5-a2d4-f0309e0f67b8,5ed6e8f7-5541-40fb-9452-3047f36b3f71,prime day,Clothing,Chhattisgarh
bed1b587-a8e7-4834-92bc-56a46757aa36,f04d30a0-986a-4e0f-a64b-4feb1157d5f8,mother's day,Beauty & Personal Care,Odisha
95180691-88aa-498f-8cba-eb071f588f46,bab79ce0-5325-4041-9f13-f8395008e700,mother's day,Sports & Outdoors,Odisha
38d21a4e-d095-4ac3-881b-a1b71832bf44,d60d2c95-35e5-4406-957d-add06917902d,prime day,Electronics,Chhattisgarh
79a832e1-0b60-416d-be73-53481b562839,d42c39cf-d77b-4029-be13-3f2ad6574e65,mother's day,Office Supplies,Maharashtra
cd190cfa-c592-43a0-b377-64cfb5aae197,54278704-fbe3-4224-bad8-b0d2212de427,valentines day,Sports & Outdoors,Puducherry
7ed09026-6b60-4730-9dd1-1b866c828eac,48e0218a-d339-4813-866a-f56fe50bbf0e,thanks giving,Electronics,Tripura
07e279a3-1896-493c-9eac-783b19786ca5,3b8a6a34-2927-4a72-9157-7589adc5c23c,thanks giving,Books,Manipur
c0af6784-b733-4eca-85c4-9e7ce30e3ec2,abf1df55-f62b-45d8-9245-79cfc19256e5,mother's day,Sports & Outdoors,Chandigarh
8acf0231-9dfa-46af-98e6-33e4fa7e731a,58083bd5-0734-4936-8659-31666c243e89,season end sale,Books,Karnataka
35713d6c-017b-417e-8a6a-4092fa90558e,54d83a55-3080-4f7e-aa56-f5e8c0c7284f,valentines day,Toys & Games,Mizoram
94d73927-8459-4b9d-89f4-c326e6bf780e,7eedc92a-a4dd-4252-94ad-d8a296964f9e,normal day,Sports & Outdoors,Rajasthan
4fab83df-be8f-497a-aa61-2d206aee44dd,001b5c0e-ed2e-4aed-8a71-3fb3f5e26060,prime day,Books,Uttar Pradesh
01d022ed-6414-4830-933f-661901f282b6,69e1e861-91bd-4dd9-9833-c3624c9989af,christmas and new year,Electronics,Puducherry
895be647-088a-46e6-9c2b-26078b4a9742,82411a1d-79ac-47b1-8ffd-7155539a2ec1,mother's day,Office Supplies,Kerala
7c6ed734-8fca-46d0-a1f6-ba976ee95058,57e74893-512d-42cb-af4e-a71b6efd1b4f,prime day,Office Supplies,Nagaland
72fed0c6-63d4-4e06-9850-9a635198dc07,2ab7ec82-c88c-4cd8-a061-e9d5eb778e34,thanks giving,Clothing,Puducherry
1964dc62-fc3d-4653-91cd-2800ffdbc283,0c319b33-0e68-4df9-add7-f1fa0f0f63b2,christmas and new year,Books,Andhra Pradesh
ab557f00-0283-4454-b119-efc16029d995,5ff2afd9-ecf9-428a-8e94-1d848b8cf3a2,christmas and new year,Books,Gujarat
9442db62-750c-4b96-bff9-0ad1ce27f679,020868bf-3715-4436-86e4-923464b232be,mother's day,Beauty & Personal Care,Haryana
f347dff9-f3d7-4931-ab0a-404d94ea8d33,c4bb445c-479f-4d9f-8009-e18d2b9075c0,christmas and new year,Clothing,Chhattisgarh
823b6024-e55a-4543-8f2b-d4a27e9f2269,46c30f54-571f-4622-99f8-dd44de2c619b,thanks giving,Office Supplies,Himachal Pradesh
1362262f-733c-4761-a908-72e817432ec7,14b40b2f-f000-4c08-a2b5-f372c4682fc7,season end sale,Clothing,Meghalaya
4c84126e-ce59-463b-87f7-5ddb90844750,0e636b2a-b7c8-4dd5-a957-b9deb2790553,season end sale,Home & Kitchen,Chandigarh
f19cb014-4c80-4422-83d4-a9b031400173,348bc333-0bd5-42b8-b3b3-30d83772774e,christmas and new year,Toys & Games,Puducherry
cfd9c99a-d168-41cd-9347-9267fcaf951b,80068357-f5f7-4371-a43c-df82ae898309,season end sale,Books,Odisha
aed18942-c6d1-4e27-a873-0f4593693dff,e1521f2f-dead-4342-9d1c-13cf47c2ef27,thanks giving,Books,Sikkim
5bf35e1b-edf0-46cc-8a51-0a38764261b5,c2c388aa-d59e-4e0e-98b1-e63ac17e1ac1,christmas and new year,Books,Telangana
c9a1e40e-604b-48ec-b535-c63156f9a406,fec55c50-fb2b-406a-a487-8301972f815f,thanks giving,Office Supplies,West Bengal
e7912734-b1e9-4085-88d4-229a45bcbd41,f86b0bce-9ad6-4064-875b-3ee814767094,valentines day,Home & Kitchen,Goa
2a1b983e-c881-4523-840d-df4171020cd2,5833fd49-c743-4b9f-8da3-ac403070f87e,normal day,Sports & Outdoors,Jharkhand
e8d9ea56-d94e-480e-9867-d0358f0d6ba6,0f53daad-68f2-4960-9ea0-dc85ff6fafc4,christmas and new year,Electronics,Tripura
42d05314-5533-4964-8336-c58787e8b423,8c55c3b2-bc9f-44ca-86d1-2c227309708c,valentines day,Clothing,Odisha
7a7b899a-5824-4f3e-a6a4-16675fe56d29,eaa82ba1-9a1e-444e-847d-88700b87d009,valentines day,Toys & Games,Uttar Pradesh
8d916481-4750-4568-abf8-3cb5263704d3,559b4499-8f2c-4e06-b241-1f6fae08fa0c,mother's day,Automotive,Arunachal Pradesh
3074e7f6-0f3c-443e-8c97-64fdcfa7fcc1,e5ab0f96-26c2-4b8a-bb8f-0dde3f9c48b7,christmas and new year,Beauty & Personal Care,Karnataka
43cc2983-5213-41d1-bf6c-ae8f0b5413de,98d559b7-9018-49f9-811b-1940fdf2b9ce,normal day,Books,Assam
45c7fea9-3569-4347-86e4-de666b1b114a,4023fa22-7fb8-4ef2-b7d1-a9d0cb0897b4,valentines day,Home & Kitchen,Puducherry
8f272aba-29bc-4949-8e8d-f885dc513e74,58f44f86-04c4-40dd-afca-7887409d7dbe,christmas and new year,Home & Kitchen,Rajasthan
97eb9c7f-f745-4951-9a74-c531d5775a5a,cc8afde9-c09b-4347-b6b9-91c93b9da155,mother's day,Clothing,Kerala
c7ab1511-2330-4cbe-ab91-3fb619a1ac81,166a5770-ea4f-4d83-950f-ae0720dcb40b,thanks giving,Health & Wellness,Uttarakhand
20a8a26d-ecae-4343-9350-ae00f585c63f,ad4a12af-71ac-4c4e-9e5d-5d41fd63ce48,valentines day,Toys & Games,Puducherry
23fa57b9-3750-4788-ba34-a9688f4a751f,b61ad887-b955-4ec0-8c54-51d86dd8578c,normal day,Beauty & Personal Care,Uttar Pradesh
57f7a4cf-dbcb-4a36-91d3-2fea28d8de01,4fa85547-dc66-44a9-9676-348c60aa34d8,mother's day,Office Supplies,Uttarakhand
5ff495d7-1d04-4735-9af2-f6710718d2ec,f222a9b4-a1da-48d9-8539-75dd50d5b861,valentines day,Health & Wellness,Mizoram
31f81c78-a162-4fcd-a055-a713f2f876e4,d83a658e-48ea-4a2e-90bc-a12f731672ef,valentines day,Automotive,Kerala
892fb23e-222d-4971-b925-b72fe6908277,0d50177f-171e-4bdb-a800-c2bdc18f329a,prime day,Home & Kitchen,Assam
9112ffa8-d522-44d3-88c8-5b67252326c9,3a66f975-5c60-4584-89aa-ffb31cc74704,valentines day,Health & Wellness,Delhi
7ebdc66d-06af-424f-ab25-787c06edd28c,987cc397-bcb2-4279-898a-9f4a0b884032,christmas and new year,Clothing,Delhi
a4d30bcd-dc7b-4d8f-a133-9b9aa861abc9,f17e773d-60a3-4e58-8a61-4c5a8345c254,valentines day,Books,Telangana
3e69fec3-c299-4a51-bc71-2413525c3b3d,3472e6ac-914e-470d-a39d-c63e544fd49f,mother's day,Clothing,Tripura
711aef2b-f352-4f1d-a652-edc878466256,b95aa7bc-9e85-4669-b0c5-2fd08558cdf9,mother's day,Clothing,Tripura
2654903a-e158-4b46-858d-8f4f44a7a26b,8b13fbc1-2ca6-4d69-8c83-5fe816cd88ee,christmas and new year,Office Supplies,Himachal Pradesh
86fcbb3b-b639-4052-b13f-e9352adf5fb6,22bd2115-baa4-464c-b826-4f30430e2bd2,normal day,Clothing,Mizoram
0a6141ae-804f-49cc-ab89-6db05541ffa1,26817fe1-0c30-49de-abbc-0aa4edb0407f,thanks giving,Office Supplies,Nagaland
ebed48ef-0392-4623-852c-58396eb90f0d,d57e5524-eb58-45fd-96a5-b555b3166aaa,christmas and new year,Automotive,Punjab
e9b9b9b0-4e20-4c01-bb1a-abdc91f4e5a2,0372b3b8-8e11-455f-9a88-28024beefa82,valentines day,Toys & Games,Tamil Nadu
f73651f7-ae02-497f-834a-6ab9604c178c,fdff914a-2bee-4625-a795-5bc7dfc5c9a7,thanks giving,Electronics,Telangana
f96e4dd8-5d12-40f6-8736-c602fcb5e083,c19105df-9668-4b95-a794-380bd32f9889,normal day,Office Supplies,Delhi
95da0792-617e-4af1-be51-f7d9fec3c295,939ff540-8b46-44d4-9351-a6f9147ff3a3,normal day,Toys & Games,Chandigarh
42d00120-c549-4af7-b2f1-2d7406d8490a,7acf6cba-ffd3-4caa-b7da-d4054fda3820,valentines day,Automotive,Tamil Nadu
87a7bae4-96af-4d8f-a152-9c318e5f63b5,8b0bf4d1-3270-40ff-8a14-5c7489394450,thanks giving,Automotive,Tamil Nadu
94d6eec8-5c4a-4767-9ac1-571fa095ed90,6ef7e945-af53-44f0-af7a-c9bfaeabecba,thanks giving,Toys & Games,Manipur
ea86d239-67e5-40d3-97ee-1d9ef5369332,356c4d57-24d5-4104-8933-42073dcd4e91,normal day,Office Supplies,Nagaland
eca9c15b-758d-410a-bace-fc2d2b83ca50,e0bbb7e8-8e04-4be7-b1dc-5d8b70d38d0e,prime day,Office Supplies,Haryana
67e05e43-1660-478f-bfca-b4633db5cca8,7e2edc0b-92fb-4f9e-9c1e-4b45d5f7ced8,normal day,Office Supplies,Haryana
97e95172-6f83-4901-87fa-3cd1649c5ea6,aef70e88-f134-41c5-bc89-04fff9b77ff3,season end sale,Toys & Games,Arunachal Pradesh
7d161c27-0241-4a3f-a77d-62ead6c1be19,ef2e786e-63b9-4392-b154-d6cd93d7e203,christmas and new year,Beauty & Personal Care,Uttarakhand
aac160a7-c9b6-44ec-b64f-70abc3712137,9824ef92-1849-4ecb-9e1f-3a77a9b8a1fa,prime day,Health & Wellness,Delhi
243de395-7298-4197-8ecf-0d37006d7f2a,9437a9a2-7e5b-4182-a4f9-292f33663cb6,season end sale,Beauty & Personal Care,Madhya Pradesh
bce86bbc-a563-4e08-b95a-24e28a4d064f,33fab316-a0f3-4bbc-9407-a4b7cc761d75,valentines day,Sports & Outdoors,West Bengal
434a9862-dc4e-42a9-81e9-be996604e33d,640eac14-68b5-454c-874b-e07badf384f0,season end sale,Books,Chhattisgarh
98023e95-3b26-41bd-bc88-06bb671a5398,fb37d448-be71-42ca-8935-896306eb1dfe,valentines day,Sports & Outdoors,Puducherry
d4ef3c86-7119-47a6-87bd-fbc9984bfe49,0f34e169-e793-4784-b5c8-9395d2d78790,mother's day,Home & Kitchen,Arunachal Pradesh
3a60bbf0-25d8-4b1b-a489-812ccabb1f15,7fc9897f-e2c7-47fc-9574-833f49ff042a,normal day,Toys & Games,Puducherry
ea4e4fd9-da7f-4af3-b93e-cd63e7770b72,da394dd9-0561-4873-8b37-b1a62acce926,christmas and new year,Sports & Outdoors,Karnataka
14fed1f3-007e-4108-8a0d-04e98e0748d0,0f9d09e3-05c0-4af6-b79c-65612b12bc57,mother's day,Clothing,Delhi
9da7c017-ac5e-4f17-9a56-443a851fe899,97c6107d-1bc4-4561-b69f-31d8476aa1dc,normal day,Beauty & Personal Care,Uttar Pradesh
18f83da7-660f-4908-bcc0-0e61d073a6e3,1e768b2d-edf9-43f3-96af-64358c586432,thanks giving,Office Supplies,Karnataka
2bd0bff0-a444-4967-8596-b7ba7b604ce7,9f3497af-0575-4763-a894-7a690a6cccd5,thanks giving,Books,Himachal Pradesh
ec5efbae-f3f7-4b65-84d7-ecdc9e8cdfc6,f7ec1346-ab3c-4310-b2d4-a27be5758af9,valentines day,Office Supplies,Gujarat
661c6b21-b906-411a-9f0a-76d4b695d380,23e1fe5e-cec7-4e46-8b9d-9c51518bdca3,season end sale,Office Supplies,Arunachal Pradesh
51227735-2494-443c-8a9b-c0a9f7859248,f5ce76ba-628a-4d69-a55c-8f7dcac4ad09,normal day,Toys & Games,Goa
890336af-ae0b-4c1c-a561-883701b9f77a,525bbc93-3399-4144-87de-a9767dcc0061,prime day,Home & Kitchen,Himachal Pradesh
a9584e6c-7982-4505-8e80-f78916386910,7716d9bb-af07-48a0-9424-e04df884f45d,normal day,Sports & Outdoors,Manipur
85c9ac9c-7843-4236-88cb-124567c5a745,b8282882-dddb-4f6c-9fe9-ba36bc3a25f4,mother's day,Health & Wellness,Gujarat
c6708ca3-08ed-4d20-8214-416ea2115ace,eadc7119-dae0-4b9f-832c-540dd89339ea,normal day,Office Supplies,Chandigarh
27363871-dd55-4b33-a40a-ece7c09a9ebe,27c3d8b5-1c98-4638-886e-2e284e2e40db,thanks giving,Automotive,Sikkim
4e4341ec-fd51-47fd-b966-ed6388bb2879,c4a93827-5f2d-4a82-a6ba-caea2049ef3f,valentines day,Automotive,Sikkim
05bd04c2-7b91-4100-960a-1ae8103e19a6,6b43cff3-f4d9-4b6c-bf49-a203dee6b65e,prime day,Toys & Games,Telangana
454e8c43-f93a-4917-aca0-97ba36ac41af,92700b84-15ca-412a-86b8-8a69ac108f08,christmas and new year,Beauty & Personal Care,Punjab
f28bac19-63f0-4c06-b339-17a8a351d5b1,b2e15cd1-b053-472f-82f1-c7e633de633d,valentines day,Electronics,Rajasthan
38e09bbd-dba2-499f-8ffd-875f04f7dd3a,e6afb974-5b7c-411e-b0b4-9d882955bf08,prime day,Electronics,Chandigarh
5805fd59-3a99-4e35-ab1a-53999b94ef8b,d6bb76a3-63fb-4562-b8d5-8a9986e6f7c8,normal day,Beauty & Personal Care,Sikkim
f6f3a5bc-5a41-4f17-8f7f-2bbcee5a1aa5,edde0401-4dde-46a1-85e3-92e3cd9063ac,valentines day,Clothing,Telangana
749be350-ba9d-4429-b0b2-bc5be07ee5c6,3da02cee-5003-4dbb-9b04-8b160f999369,thanks giving,Sports & Outdoors,West Bengal
b64f26fa-0084-4359-b924-b0ed85e56345,801732de-9cfc-4f22-8963-e8335b71cd03,mother's day,Beauty & Personal Care,Meghalaya
5ac93ff6-8825-4e08-a420-a5184cd3ddeb,12f46f96-0053-41b6-bb55-9225cc2448c5,christmas and new year,Books,Mizoram
5ddadd9e-b834-4f1a-a84c-9333ce41cb97,faa0b21a-81a5-4583-a185-7924aad1e47c,thanks giving,Sports & Outdoors,Punjab
c5b301e8-d9e4-4553-8f3a-9b33eaaf11be,4e69fcfb-03c5-4fda-8c00-3c4fb6f7dcc0,valentines day,Clothing,Chandigarh
cdddc658-a727-4176-9029-01e735cc2012,a313be48-6d88-4ca2-bd51-ef39e852b22b,normal day,Clothing,Mizoram
e4413877-0717-4293-9b97-464d898b46fb,c9786481-96f6-4f25-859f-338e6c930893,prime day,Toys & Games,Uttar Pradesh
36dab8c0-9f6f-4641-a7da-9e80209378a2,d030f6aa-b523-4ccd-ad70-2040e10318bb,normal day,Office Supplies,Tripura
b066e265-9f51-4a5b-9a00-a726a278c5bb,5b88b6b2-6478-4376-8e00-81ec5c709e3a,season end sale,Books,Mizoram
e16c59a0-2e8b-41da-a662-6a3e81adf419,246b5ddb-c117-492b-8694-cb81e88cf29f,prime day,Clothing,West Bengal
4faedc14-34d9-4b9b-96c4-054e4682bfce,dbb17591-affb-4b34-b524-e190b72b907c,prime day,Toys & Games,Rajasthan
94441315-9681-4db5-ad52-0bccb4857fdc,1f14816c-20c8-47a4-8d48-341649f6d633,valentines day,Clothing,Manipur
f377cc1e-4da9-47b1-a128-83bd1ee8110d,d600b371-139a-450d-a038-35d716704456,christmas and new year,Toys & Games,Manipur
e4793418-ca88-424f-a1ff-0d6eadb8f7c0,24d366ad-aaac-4721-8d7c-e13ef7262f8e,season end sale,Automotive,Uttar Pradesh
f65ac490-e1a2-474c-916d-0032ed8b881f,c5acd88c-7a8b-478e-9ff2-52753248de35,christmas and new year,Books,Assam
1086ba84-f9ec-464a-855c-5b8faf6213a3,db216b6f-bdb5-4644-84a5-0db89adf30f6,valentines day,Home & Kitchen,Tripura
4d1833d1-d5f3-470c-8592-e3a5bb3922c3,0b91b083-74aa-4b68-b1e8-8c7d96b385f4,season end sale,Office Supplies,Tripura
bed685ea-708d-403a-87b5-6e49c459b3d6,1cc2cae4-30d0-4b5f-97cc-2b677cf0f8eb,prime day,Electronics,Rajasthan
b0b20d70-d533-443d-a03c-a9f1b3915b26,9d8a4373-00ea-40b9-95ed-40cb08fa2cb7,normal day,Books,Goa
