campaign_id,campaign_name,start_date,end_date,promotional_price,advertising_price,product_id
256acad8-8104-4bb1-a5da-ac320e0b7db0,season end sale,2021-06-20,2023-07-31,2269.71,44160,efae3754-fce1-40d4-ae81-ed845ff8b33b
3eea1190-fa4b-4e83-9a76-21916721fa8e,normal day,2023-08-18,2023-08-19,593.05,7451,65fea608-789e-4e38-aae0-045f4201f6a6
23002c78-4eaf-4dc8-b638-6ae0d8bc6624,season end sale,2018-06-23,2023-07-31,2296.82,95235,8325af6d-3544-466f-9996-ae62db6cedd9
b8cf6a42-fd02-4958-9679-3cf964e0ae60,season end sale,2023-06-14,2023-07-31,1247.12,22808,0ca28c9b-c187-429a-b67c-fc96b226a536
6910c1fd-50a5-4c27-b5d0-6da6c585be86,normal day,2023-10-17,2023-10-18,34.37,5712,4257d63e-e7da-4150-be7a-5c8660239c01
9834f713-e762-4d16-8992-472d087d9cde,season end sale,2019-06-14,2023-07-31,1046.78,42703,dcdbfcd7-6640-4927-b0a1-7e95a61a1b28
81671c2c-cf53-417d-8781-12da9de65bc8,normal day,2018-08-31,2018-09-01,497.32,6500,26dd4d88-c4a4-4ce2-9476-fb45d490eb2a
4b19bdf6-335d-48e5-b803-a1a2b9039862,valentines day,2019-02-20,2023-02-20,576.03,15380,e206e272-1858-4e16-af95-85cae1abd6fa
646ac790-4053-4146-9c29-d88b9b8583a1,normal day,2023-10-21,2023-10-22,210.89,5957,3d14b28a-b907-4f9c-90cc-cc3952daf175
170294cc-bd80-4194-ac72-4f6ff602e49e,season end sale,2020-06-10,2023-07-31,713.88,64705,497e6b2a-8b58-4498-914a-ca5b85588e8b
1a266981-9047-46c4-9382-89a35467507b,normal day,2018-10-08,2018-10-09,70.01,6372,b1b7b669-7c48-40e8-9c56-1743314c0f52
beb3d2db-ff31-44bb-953e-aa81a61b4004,normal day,2018-08-17,2018-08-18,104.15,8333,185c096a-39bc-483e-8ba0-9f6f6c33493c
4d950b0f-d8c3-4760-b9f6-9c23605bf1b4,christmas and new year,2023-12-30,2023-12-31,7759.67,34193,02bf223c-187b-449c-bea2-6b9edd8a27dc
92211233-bce2-4670-b363-94be949c743f,christmas and new year,2022-12-17,2023-12-31,8084.41,99008,377e3df1-2631-47a1-bafc-dd2e6e198b86
1d7da5da-883c-4a70-8288-272e117a2edd,thanks giving,2023-11-24,2023-11-30,590.53,17541,37d9627b-3e78-479d-8254-f825e4fe9fa6
9be6d826-8142-4902-a70b-51a686ab17ce,normal day,2019-03-21,2019-03-22,765.71,9642,6820dae0-68fa-408f-a3c7-28fb3e274d42
4720eaf9-d07f-409c-a366-6a52e5d1e6ac,mother's day,2018-05-24,2023-05-15,2476.23,9552,16562a1c-c7bc-4c7c-9d00-d167a66d21f0
83bfbd2d-2373-4994-aa07-4dd4d9058788,normal day,2021-10-31,2021-11-01,240.77,7743,0bcbb8b8-bdb6-4e0e-b10f-2c98f3ea9a06
062fd18b-7378-414d-8532-4fb3ac97f2ee,normal day,2021-01-17,2021-01-18,320.79,9516,8ae5921b-d573-4683-9935-6f8cf60adfe2
43ec6d0d-671b-41bb-aafe-59653219a4f1,mother's day,2023-05-19,2023-05-15,1732.08,11117,e40ec93a-f4b5-4459-bb92-0caec15e75aa
c5426f7c-b99f-4cd2-8ed1-9a84084c940a,normal day,2022-04-19,2022-04-20,980.62,8258,bb63896d-69b7-4a79-9d69-273ce5652892
d3e8b41b-7c2f-4a91-8817-0e3484ef2738,valentines day,2020-02-28,2023-02-20,6242.47,14351,35b5baf8-58ba-4d87-80c7-a91f13bbe37d
ed6efd4c-1c66-478c-a4a6-9f4ec315dad6,christmas and new year,2018-12-27,2023-12-31,5866.22,73351,79a22848-3095-4f63-a39e-cc80affcc4b7
f42071d0-2209-4473-8e9c-697f83c116c1,normal day,2023-10-23,2023-10-24,63.88,9458,a0e77921-2cef-47e7-b7e2-6172609e0e9c
a2b412ef-473e-4b23-8965-5445c433c17b,mother's day,2019-05-16,2023-05-15,5138.7,14247,77a791c2-de92-40ff-b022-ad7430239589
a58a4104-a8cf-462f-b8af-bef22831b6ae,normal day,2023-09-11,2023-09-12,7765.98,8591,b9b4087f-c4bb-457d-a102-a23cb6a32a49
e533e3cf-9601-41f5-b1c0-77f0d0218d7d,valentines day,2020-02-05,2023-02-20,2331.47,17718,36272e6f-cb1b-44bb-b2f8-859caef79771
70e5573e-2a15-4408-af1c-0f3bed04ea4b,christmas and new year,2020-12-15,2023-12-31,2086.29,62294,26d2969b-d4e5-4e9e-8909-67319c55d21a
2a148155-47b2-41e7-a97d-867bfb4d5393,normal day,2021-09-13,2021-09-14,100.83,7619,6fd5af9e-c424-47ae-8b37-f238a90f9466
df72a5c2-d6bc-4297-8fdd-84da5fe29aa1,prime day,2021-07-12,2023-08-01,958.84,56867,2a7d8661-1e1a-4559-b9ca-c43f34cfbb7d
003b3321-fa80-4f0b-bde4-ce79cb455ab1,normal day,2021-08-26,2021-08-27,565.43,5640,d32e1731-3479-43ed-b21f-dfbcc2fd3689
8fb0a726-96ca-4ac5-bac5-2239e2a2ff99,normal day,2019-10-11,2019-10-12,250.32,6476,347f7d1c-f48e-440e-94b1-e3f506289f11
a53a93cc-156d-47b5-9908-564a1a4a0216,normal day,2023-09-05,2023-09-06,328.78,6902,9a1ce048-5856-4760-ba89-9715587d93d8
901f8c75-852c-4c21-8881-aec4c6a0e480,normal day,2022-03-11,2022-03-12,673.58,8715,f8348799-ec5b-44ff-ba19-b4999ead9acd
ae2a5651-41f5-4df9-a9c8-59c71b7807fa,normal day,2019-03-24,2019-03-25,152.58,5361,0536964b-7b09-40b6-884b-1bec8c044278
31fd11af-6e81-4d96-98d2-1083f6824b9d,season end sale,2021-06-21,2023-07-31,40414.07,72633,808f8114-aa9e-467d-82bf-6824162955be
caec1d1a-f0d0-496a-8dbe-8f7542465614,normal day,2023-09-14,2023-09-15,178.44,9672,c832fe8f-8a93-4863-916a-81f4e8aeb722
33967779-6d23-45a6-bf90-046b8c0a6a7f,prime day,2018-07-01,2023-08-01,352.77,67127,7726d493-f67c-48d8-9012-f5128762076b
35ccfbb3-976c-4c9a-b557-986acd6d5cb1,thanks giving,2019-11-19,2023-11-30,15714.96,9702,1a625fd9-0632-43eb-b6b5-3e1999727cd2
ffe46f25-4b1c-422c-91b3-f7c5ac787b41,normal day,2020-10-31,2020-11-01,100.05,6690,f3caaae8-68bc-40bf-bed7-629da0902ae7
2f6f409a-0fa0-4603-9df1-340683bab30a,normal day,2022-03-28,2022-03-29,648.67,7675,3785b067-fef5-4d71-834b-f9a47542d705
dc5f5866-8367-4622-94a4-6213193ee6b6,prime day,2021-07-02,2023-08-01,4063.15,57757,fab2b76e-8b53-487a-b2fa-02f3e0deea95
7cb0fb8b-41b3-4d1f-b2d7-f64d272c6d39,season end sale,2018-06-10,2023-07-31,6675.26,65459,c98916ab-b2d3-4dff-8f04-4b78376b9aaf
127b6bc7-c916-49d1-a204-9979bf382352,normal day,2019-04-12,2019-04-13,330.9,8563,730320d2-ee30-422c-b7e1-3d9a56854e01
296672f5-85e4-4d6d-bda4-9173e55aa273,mother's day,2019-05-25,2023-05-15,9900.86,7818,d3fc390e-5847-4d0e-99bf-8c11aa602990
424b05fc-c63d-432c-a83b-916bb65f5856,valentines day,2018-02-28,2023-02-20,73820.01,17208,aa623525-297d-4a3b-936b-783d579623c8
158e24ed-fbb9-42f8-adcd-505a1f971bdf,normal day,2018-08-20,2018-08-21,89.42,8899,bd119143-8a57-4e1b-8611-2cfc1ab7c3eb
8cf874e9-997c-4f1d-b06d-af8d9df2a69b,prime day,2022-07-08,2023-08-01,2154.85,97706,17b84e1e-ca08-44fc-9697-67c09fa842c0
e563b78f-41a6-43ff-a137-19b598982eec,normal day,2022-09-15,2022-09-16,985.25,8995,61554179-a2f5-40b9-82a8-ca7a617daefd
1da18f04-80b2-4c1a-90c9-4eb73cf3dfaf,normal day,2021-08-11,2021-08-12,827.23,7459,211dc2c3-205d-48f4-965f-d7f4f4b22447
4f62bceb-9314-4e47-8b70-31cbb30f0797,mother's day,2019-05-16,2023-05-15,573.89,5004,d3bdd692-b7bb-42e1-8d6c-1d10e7550f28
0fddd546-78b0-472b-b77d-611a4547d0b2,normal day,2023-10-28,2023-10-29,36.77,9422,c8d071a2-0848-4523-8227-57100098d08f
fbd22ebe-b664-42ec-9a42-28774e8e3144,season end sale,2023-06-24,2023-07-31,8219.59,22690,e8b25b0e-e707-4c74-96a6-506667f0ad18
844000e9-4c4b-4846-bd4c-4e50c138ebf8,mother's day,2020-05-20,2023-05-15,2402.29,7104,60bb361d-b5d1-4ca4-a829-21d54f780168
bd94a1f8-c2de-4f36-8187-036e093d72db,season end sale,2019-06-24,2023-07-31,4969.12,94065,1260e384-8569-4d77-ab46-3243f1581d35
5ac8382f-1e17-46b7-99a5-0952109e1b27,normal day,2020-10-24,2020-10-25,878.45,9385,3c259392-21c0-4a49-813b-27128eacc405
0883b7ab-5c54-4aa6-906d-d62813b8ef2a,christmas and new year,2018-12-30,2023-12-31,29139.94,60322,f46476bb-b94f-4a93-b59e-abf41b155008
dcf00283-0dcc-488f-b9b3-0b1118cc5761,normal day,2021-09-25,2021-09-26,642.17,5332,dab9b52c-0d1a-4273-9e97-9d446a524d27
91335a2b-a9b1-4dc5-bbfb-97c0461265dd,normal day,2020-08-22,2020-08-23,158.41,9358,d5bd2368-296e-41a5-a0da-664eaaba11b1
4a1af778-effc-414c-b250-2b6dd33d757f,season end sale,2023-06-11,2023-07-31,242.96,88809,9a15cee3-2690-4312-996f-1f5dc6aef591
3c43c30b-591c-4cb5-b89e-db866b4bd51c,normal day,2019-09-11,2019-09-12,412.54,7360,465b6812-65e8-4784-ab24-546eb9d85998
2d388773-b87b-4a55-b492-5a9e262bbaeb,normal day,2023-01-22,2023-01-23,1006.95,8752,19db8888-0397-4d15-b54d-5c8eb37b640a
2a72f3da-f16b-452c-98d0-e6618e77b673,mother's day,2023-05-04,2023-05-15,1074.68,9045,df1f812b-cb17-46b7-97ac-bf649bead866
2a591cd3-2aa9-4321-abcb-192dae61eafc,christmas and new year,2021-12-10,2023-12-31,1711.02,67564,0141c658-18ea-446c-98fb-d49a9d8a4ebf
42a09afe-9387-4209-a5a5-c3abb46459d0,thanks giving,2023-11-23,2023-11-30,796.7,6649,28c0e239-beeb-4159-9417-999d4b8a4b75
f6ce9a4e-e8b1-42f4-9e7d-dbf0e706dbb0,normal day,2023-09-11,2023-09-12,8497.65,9332,dcbd4517-93fb-48f7-aea5-112c79acdf4c
65ecd45b-8f46-44b7-8116-b6f53fda790d,prime day,2020-07-25,2023-08-01,7809.73,61627,2045deb6-5baf-4f52-9470-0180fb985de7
eb7b14a1-efcb-4527-a12b-672e00ec2e45,mother's day,2023-05-23,2023-05-15,1558.47,7286,5b0f6c81-880d-4867-83c2-4c49c9e48abc
58c222b3-f105-42b6-9007-d3c8e5ba52b2,normal day,2020-03-26,2020-03-27,75.69,5587,74bec95f-3424-4f0c-929f-6ef708f3522d
f5294f7e-bcf8-4019-83dc-a5bd45c26108,christmas and new year,2023-12-15,2023-12-31,8182.54,55959,50e86709-93ec-4589-911d-31cc2a888312
70511ab3-7e13-4e85-a58b-bcc2ff523b58,normal day,2023-09-15,2023-09-16,646.29,5800,ae0f5431-fafb-45f5-a996-733bea1e4852
6cee5e8e-6483-4893-84ed-a604e656ddd8,valentines day,2021-02-05,2023-02-20,163.88,16358,c3edcfc1-2d14-41a9-bfa9-6d8f546fd836
a9f814a5-69d8-43ed-a700-e679c5e2ce58,normal day,2018-10-29,2018-10-30,494.16,6450,601d2762-4a0f-4c85-af90-09c03cfa17d6
52f8436b-0c27-47ed-972e-730eed0c873d,mother's day,2021-05-10,2023-05-15,1542.56,9084,bb837221-62d2-4037-8ad8-b733b0c0b9ed
b94d972d-efa1-4275-88c6-26aaf9505c8b,normal day,2019-04-04,2019-04-05,693.25,9716,a3f5da98-8e88-4c80-9826-6dac4e1ba647
56159e57-2ec0-45e1-b5ab-c6d6e2d890ec,normal day,2022-03-04,2022-03-05,127.96,5976,240a15f8-e029-48a0-9a7d-d0fb43b1f67f
0f0e9481-6643-4b84-a5b1-be431b9cce2f,normal day,2021-08-19,2021-08-20,301.78,5141,c378dc78-08ed-4402-bb19-55c1b284ef43
b8a493ff-f1e1-488e-ac03-790e7b5ad335,normal day,2022-03-21,2022-03-22,149.72,6245,d959f003-6a39-4f65-a403-800e9eb32d4a
9f700c56-2f04-4052-b875-0e2e87ac89cc,valentines day,2020-02-01,2023-02-20,3587.93,14924,f79083a0-6a1d-4ce4-bbae-4e8286898222
9853ec86-ac0d-4d53-a192-98bc8049954e,normal day,2019-09-01,2019-09-02,542.26,7024,3751d938-df4a-49e3-9151-2a92d73c8ea2
a48b084d-dc9e-4365-a4d7-4d300d229f68,christmas and new year,2020-12-06,2023-12-31,4571.65,92988,276b9d09-71da-4a4d-be52-a7fd8335b1b1
5fc79acc-95eb-4fa1-9a81-49b5c2e3ec9c,christmas and new year,2019-12-07,2023-12-31,1127.1,22519,ba3ede3e-8b58-4557-a591-eeb952b9056a
6d5c6f83-d4ec-495d-8790-8ca232327ec2,normal day,2019-01-06,2019-01-07,178.21,7896,a220bd42-19bd-4e9b-a7ef-38c848d657c8
fddedf88-342f-4d00-94c6-776cfacf46a6,valentines day,2023-02-18,2023-02-20,2076.81,15639,88de5285-4f93-4f2d-b22d-db11c34d8a1f
2bc89fd6-cf83-4b65-8d1c-82b722c03e03,normal day,2023-04-15,2023-04-16,323.24,9969,17ddb3c4-d56a-4714-8725-de0fa0cab7b8
3cb1aa12-a132-4973-9861-80e4304b95b5,christmas and new year,2018-12-31,2023-12-31,25897.25,58948,2a6b8bcb-5f22-46fe-a48d-ed9b78b0d843
2a921958-9c27-4d49-895e-7507d1228139,season end sale,2023-06-09,2023-07-31,1557.68,69409,1766758a-3639-44f7-af52-66250c38b5e7
afa5d2c7-f2b8-4643-b700-840de62f506a,mother's day,2020-05-10,2023-05-15,406.31,7320,dffaadc1-4973-4b0c-957c-b3ea6e34d4a1
bada8da2-44f7-4f2d-84bb-4e5c69e29f92,prime day,2018-07-24,2023-08-01,1188.33,79606,714ba7d0-7bca-4569-b99c-7f09a614b81b
be3ca30e-03a7-4b04-916d-d8a40bedfaf6,normal day,2018-11-06,2018-11-07,481.12,9625,e131e416-602b-4f4a-9992-d1a6c2790dcf
08a5bd7d-e881-45a4-92ae-44139768ad7b,normal day,2022-03-08,2022-03-09,204.05,5709,b054c63b-d72e-4b9a-8863-daa33bf380b6
f77cbea7-a50a-489e-b6f4-c15edc78a6d0,normal day,2023-01-10,2023-01-11,189.16,5606,3c2e286c-9df6-4e57-8779-07e888ec1369
63e3b29b-9df9-45f7-9567-08e2a3266bc5,season end sale,2023-06-09,2023-07-31,2499.96,64974,a2efcd67-e80f-46de-8d8a-e864920969f3
fc46097b-decc-42a4-83c3-bb9e030c1455,normal day,2022-03-30,2022-03-31,101.07,8668,a428cb5b-2a32-43e9-8c03-f1eba1147d16
a154b568-6410-4637-9b4a-8fc9cf138dd6,normal day,2018-09-28,2018-09-29,19.04,9609,ed45a16d-aaa9-442c-9450-4fcd97920063
5d982622-e672-4183-8b64-d3b5aa4dec65,normal day,2022-01-13,2022-01-14,165.04,8552,eae78a08-7b34-4eca-9e44-9495fce8ae5f
218e7414-9b1b-496c-a56c-246274e5a4a6,normal day,2020-09-28,2020-09-29,996.89,6796,c7f96fed-3465-42e9-8745-8e596f959215
42a5b4c8-d44a-4a1e-a61e-e34952c2aaa5,normal day,2022-01-16,2022-01-17,225.22,6692,203a82ff-314f-4fb3-b9a5-b689ab8acbc9
4d7499e1-d377-4205-a81d-f966ee56e2bb,normal day,2021-10-17,2021-10-18,650.4,5655,38427534-267a-45f8-9350-965974e96d84
1ce127c4-3f99-489d-b24d-4725281a27c1,normal day,2023-10-19,2023-10-20,240.34,8998,2852cfa4-1d38-4e3b-8897-be927da685fd
8d209462-a3bb-42fd-a7f0-47676c2f5f55,christmas and new year,2021-12-08,2023-12-31,2476.18,95028,32c68c82-c2cd-48f3-b779-d4b74e05723e
365f32a5-de69-4f4e-93e8-a7d3f13c6260,normal day,2018-11-04,2018-11-05,90.16,9752,da586226-b702-4a17-bfcc-17d162cd9b7e
11305e96-5fbf-4f03-a825-1f0ef0ab80b3,normal day,2021-01-07,2021-01-08,62.99,6531,728c59bb-0e8a-4f04-a980-cdd11c625790
c8f07795-3f59-4646-a3d2-ee3dc9855579,christmas and new year,2018-12-24,2023-12-31,534.2,61453,29d3c2a1-d709-4896-b5b0-97de857275f0
ceac809c-f6af-4b9f-8f0a-df07495d5c3c,normal day,2020-08-06,2020-08-07,1479.67,7717,0e09b10e-fb88-4f9c-ae6c-3cade27bb9fc
8ca3249e-3cb4-4cc8-a548-8db5633d6bf9,season end sale,2023-06-04,2023-07-31,7655.88,36720,734eca7e-db2a-4456-9e82-eb5347fe8a85
67860e19-b95e-426a-9220-a8a7e51a21c6,normal day,2019-04-30,2019-05-01,655.95,6308,66625890-9448-48e4-893b-033430b6b521
e5fd0821-409b-4e96-85ed-d0b6035d0a69,valentines day,2021-02-16,2023-02-20,967.49,15279,bb765546-3aac-441e-8dd0-b2ae49acd7a3
68b6b109-b5d8-40c8-b221-afc5d2fbd7bb,valentines day,2022-02-05,2023-02-20,4210.91,12261,28ca51a4-3295-4a74-a4c0-05d83de22cfa
e26b7c8f-a242-4d43-ad30-46352e7001ff,normal day,2022-04-16,2022-04-17,259.65,9129,8c83cf55-883b-429a-a112-71eb656c9312
234e0a92-30e2-4b2d-83f1-e61f0325f5f8,normal day,2019-09-23,2019-09-24,253.24,6243,90d4c2d2-f38a-44c5-a548-a46cd38f9a1d
35d8c685-669a-48c3-9b75-efddde102c6a,prime day,2023-07-09,2023-08-01,775.61,59677,f2ff9931-ed37-48a3-a3d7-d7361b847037
9a6f97c9-0e27-438f-9006-8e63fa9f9f10,thanks giving,2021-11-22,2023-11-30,619.7,6293,c4e5544d-d1a3-4ca0-beb0-88cf944909ca
3c8d8dd6-1f90-4c12-a9ea-9ffee9375b57,normal day,2018-09-10,2018-09-11,61.95,7401,83b244a9-0924-438a-94a7-d54e2b0b2929
4cd3628b-d2e0-4f84-992e-7a8541ba3221,season end sale,2021-06-23,2023-07-31,583.32,33984,db74bda0-f267-411f-a9cd-92a40067a818
60a0a304-6f65-4a9d-b446-2763993be298,normal day,2021-08-26,2021-08-27,54.16,6203,1bd09fe7-31ac-487f-888d-2eb181a1cdd8
1b4f78d7-45ec-4f0d-9ba1-26c1d4708094,normal day,2020-04-10,2020-04-11,202.68,7037,64d71a03-ca05-4362-bc96-4f3a45a4c36c
204b5617-9214-4193-abed-20d1c9e5bf1e,normal day,2020-08-06,2020-08-07,171.15,6967,419f0d79-c90a-485b-8c2f-8be0534e763c
c65fe924-0cf9-47cc-9ac1-9ac103b387ab,normal day,2023-08-21,2023-08-22,4779.07,9696,71cdcf53-86e2-4a7a-a479-2bdf00611b65
697d71ec-5e42-4de2-97ae-278d62f3dfe8,normal day,2021-01-17,2021-01-18,96.08,7392,4f11808d-133e-4f6e-b2f9-e2d33d60c9b8
eb3d94fd-7796-4dbf-b1f2-bec337a8c691,normal day,2018-09-07,2018-09-08,391.73,9389,186014b9-1a23-46c7-810f-54432548e574
51890ee6-f9c1-4d36-bcb9-fcc88699bfc4,normal day,2019-03-08,2019-03-09,161.48,7380,5dff15f6-82a3-440f-bc54-ab16463312ea
b96a8540-0e03-491e-9a70-b8cb1dfca32f,season end sale,2018-06-09,2023-07-31,1685.32,39374,9a123f0d-349a-4846-955b-bd67fd4c93ac
c5e9b1d4-b3af-4288-8b19-2498bc38b69e,normal day,2021-09-08,2021-09-09,98.47,6197,907a207c-8b05-4cf7-89a4-a0c6d88181e3
3bcc102b-6501-43ca-b351-c5afe91f6283,thanks giving,2018-11-17,2023-11-30,869.35,10482,2fe60146-6df2-4649-a15d-21a5f6713e0c
f05343d3-8c7b-4cf7-839a-178179782783,normal day,2023-04-06,2023-04-07,18.49,6074,86573f9b-6c48-4553-9857-265116db0b12
ded77562-cc4a-47f0-805b-feae97f274f2,normal day,2022-09-08,2022-09-09,120.89,8257,7da47e96-1241-4e47-96fd-33680e341a3a
59eff013-40f0-40f3-ab2f-3170f5ae4dda,normal day,2018-03-21,2018-03-22,5512.28,8784,0d7dc503-4a50-45c8-8f17-a99698b5f607
a7fa22b7-1a5c-4cbb-97a5-af4799d89a8b,normal day,2023-03-14,2023-03-15,567.78,6310,9e6fb58c-9837-4ef4-bf76-cb1d5b0364b1
02f4e4e3-10f1-4a2b-b94f-0d10592d6321,normal day,2020-01-25,2020-01-26,1048.89,8760,a6a15326-38f1-42ef-b08b-4f4a4a475a93
2a79ca70-2b1d-4426-a212-d7bc3d4f219f,valentines day,2020-02-18,2023-02-20,2117.37,10432,9a3361ec-068d-41e7-a013-2d0159544463
b4e047e3-a630-44f3-a77d-f51c5adbe6a8,normal day,2019-08-09,2019-08-10,839.59,5221,379920b9-6f0f-4073-8895-86a1bdcf324c
