VisitorID,PageID,DateVisited,Action
dcf7c7a6-ee71-4332-8f51-09ae862e2e8f,2e9920a6-ea9b-42a4-95b1-b884c036e6b2,2022-02-24,purchase
83431ec5-938f-4527-9174-273a30130c83,1fc83101-3b6d-4ec7-8ba5-f1ca6410e58a,2020-06-05,not_purchase
d6d422bf-b045-4d0a-ae99-40f789a09d5f,b45bdd2b-c6f9-46b8-a90c-45e7c35212d1,2022-12-06,not_purchase
b7241da5-22fd-42b1-baa5-f121a4642bf5,4bcae730-4bfc-435d-ac59-088852e98969,2021-03-28,not_purchase
e823f484-a2a6-4e5a-9fe7-62d8efec86b7,4ad563d9-534b-4fdf-af0d-2124938f7db9,2022-10-01,not_purchase
81cbf2bc-a447-4fcc-9068-4c4ca82a11ef,67c1412f-eb51-411c-9ad0-123b69136c6b,2020-03-07,not_purchase
173b3acd-2ca1-47c5-b2da-a6f109c984fe,9fd9c5ae-3dec-47b7-ab87-fd89c7f53051,2019-05-18,not_purchase
970778b1-c099-4867-871a-6fbcaaea5138,2a829c77-8110-4b5d-b44e-36bfefa70698,2022-11-15,not_purchase
ddbd9866-257b-461e-8c73-fe1db85430b0,981f9dea-0456-495f-a77e-88ab55944126,2020-01-08,not_purchase
5f13bb67-600a-42b7-9729-e679e74f3ae2,bb0ba53d-d567-4cad-bbd7-f46bb2bdffc6,2020-04-29,purchase
63dbb932-7a5f-482e-9858-562d3076901b,aeba2400-fd9a-4bc9-a62e-8ecdc94b8c82,2018-12-16,not_purchase
6720c070-5a14-4ceb-89f0-60ea95010e91,4b3a4a47-021e-424b-ab6f-40b2cee63b95,2023-06-12,purchase
c7596187-32ff-40ec-9050-2ad6b6b2b015,a08e7600-ba18-4b97-a26b-38a91ad2de1c,2019-08-21,not_purchase
07272106-5501-4cd5-a651-b83f8b1fd5f0,6f68bafc-4d0b-49e6-a42e-29a106fce8e6,2022-10-28,purchase
5151f0e6-2acf-4fc9-913a-84f85b4e54b7,fa1aaf02-89c6-41da-b2d2-1fd13d03f8c9,2020-01-29,not_purchase
ce9e85fa-6c71-45d3-8556-55a773fa4152,dd460b86-a9aa-443f-ac83-b4a2c49ef6a8,2022-06-28,not_purchase
7aca7984-207c-4e1e-9240-716517566942,0a542af9-b20c-4fa4-a052-50ff3a535a93,2021-06-22,not_purchase
2e35b1b3-69d5-4810-8e51-55611a10670b,c5d83951-019f-41b4-841b-c2c671ce60a6,2023-02-09,purchase
90dbfe59-18cf-47f0-ad9d-42f4a030cd05,45bdb12e-1af1-4706-84a1-64f4729365fa,2022-03-05,purchase
0f129807-f812-4cb1-baf0-c46e2e13f6b3,72a7c2f1-8aba-4be1-9a2b-422a29a2a659,2018-11-20,purchase
45c2b1a8-3eb2-4957-8da1-0d4dc90481ad,6f3dda08-cee3-4f2a-873a-a8df3031e093,2020-11-25,not_purchase
c700af69-f216-4243-9498-38c42696dbb2,995fa1c1-ce1e-4930-9417-6a9670e8c88c,2022-05-02,not_purchase
c58a6aae-1360-4e9c-9cdc-b7dfeab25682,77188492-a673-4f44-b1f2-00344988eb77,2023-01-19,not_purchase
84c02681-f7ac-4d75-901e-4f4024fa6151,6f2e36b0-43d2-42d2-b563-ff4f5a0a0051,2023-03-08,not_purchase
179c67a4-dc9e-4dbe-a2ca-bf46ea211a1c,42e212d4-878a-406c-8677-f2b8c318d324,2021-05-04,not_purchase
d44dd68a-f312-42ce-8777-16abb3352cf9,0b40029b-609f-4faf-a651-26a592c6e194,2019-06-03,not_purchase
f127db53-ae56-48aa-b7fc-f8cd85f511f3,583817c6-09c1-4994-bfa6-c105cf587fff,2018-09-19,purchase
c742704d-843c-47a5-9c32-bd96edc3ca98,d538fba2-4cb3-40d6-a676-50cd47b0a5ba,2021-07-06,purchase
96a1521d-4c09-41b3-a651-63bef900cfff,1cfb381c-5c3f-446e-b86a-17113150fc23,2018-09-03,not_purchase
d3662433-22fd-4bf1-92fe-850cdc297b3a,7e1bc9ed-1430-4b4b-b03d-dd0d20ea28b9,2022-10-15,not_purchase
62555388-ee62-4e27-b8ad-7663790de867,1b9cd004-a42c-4b48-9336-608e89284b24,2019-10-18,not_purchase
30439c01-d162-4761-a82e-ea70fca2b5c4,dea47828-6efa-4154-9851-9d56f9b732b4,2023-06-11,not_purchase
de8c7d2d-694d-4183-90ec-001f19afd8c3,30f7ca5e-0007-46a1-a93d-2a8f3aa430ca,2022-07-04,purchase
faa1b0c5-6714-4755-90a6-b681f2633856,9bcac988-100c-49cf-b31b-33454bf5d0fb,2022-03-04,purchase
6df77383-4fc4-43c3-a3e6-2d20f7eefe9f,7f56046f-d207-4c91-ab2f-975b86610279,2018-12-18,not_purchase
49a532bf-1864-43d3-a154-dd136c0bb1dc,26a4c79d-bbcb-4d82-a741-08b87ef27f69,2019-08-30,purchase
8e001da8-f594-4dd1-a9ff-04695e90c6a4,0896c2f7-9008-48ee-ae7e-89980045c0e3,2019-03-08,not_purchase
61cd13b2-d50f-4d4f-9cb9-8a9c41f6b796,b04b62fb-7a43-4215-a4a6-dff109764d1a,2020-07-05,purchase
f0c6cf6f-ca4e-4648-9081-adc1473445a2,489a46e7-d1b9-45b7-9085-ec4a18e99a0e,2018-09-15,not_purchase
058ca12f-dcdf-4a1c-af41-f84911bfb4c8,55cae221-3162-42f5-bf98-9f0b8cfde20e,2020-07-30,not_purchase
3a9a9d9a-95a9-4a87-b8f4-12d5dc32477e,f31ab9ee-1d8d-45d4-a159-6b32df14a66c,2021-10-02,not_purchase
91b1d250-d25a-4ab6-8e03-1481356e4031,02c63999-cc28-403c-bc61-ac839cdc1771,2018-11-30,not_purchase
e8e3c7d7-2484-482a-b9aa-30025b8bcf3b,5f433bd6-adbc-47c6-892a-a4df753cc72d,2019-04-05,not_purchase
5ce355ca-92ca-4d74-bb30-8f9c5383fa25,3823b747-ce73-4d8d-8d40-0a1659e9db52,2020-07-27,purchase
22ebe12c-f184-4969-b905-2c46ecffe5d1,6fb07a3f-88aa-466f-b980-29730b8792bc,2022-10-13,purchase
4b3e47dc-de3f-403d-a5e4-cf6b2f1487af,c359252b-2f08-4825-bca6-08ade6ef24a6,2022-03-03,not_purchase
1695dffe-11db-41dc-8f93-48646517844f,7e1aaf5d-8530-46b8-981b-4e8bc9405e66,2019-09-13,not_purchase
5273fc05-1ea5-4087-a86a-ac4324ff5d6e,5c052e6a-ad1d-4b6b-be00-a9868003ac01,2021-10-27,purchase
424201b1-4b61-418c-8f38-ddff9ed99b26,68bbe0ee-7215-43de-a52a-1cd50c0120e4,2022-09-24,not_purchase
f35dfff1-0cc3-4bdd-845b-03aa6af3820d,512243dc-872b-4ce4-bbf5-214457ac5c79,2018-11-19,purchase
63b18275-16d8-45bb-a9b8-e4eccb57c84a,739842c6-f7ab-4f5b-9f22-263819703cc4,2022-01-15,purchase
ada1b348-adfd-4409-814a-305857df72cc,f23b73e0-43a4-43cc-8a5f-39fcc43e1f84,2020-07-27,not_purchase
b15595a7-8564-44a0-ac29-e51db5ff11a1,2664e835-801d-4050-b3e7-1a7cbbc2286e,2018-10-24,purchase
845da2c3-cd13-4871-af9b-63204cee60ad,3081befb-61e3-4e96-98fb-d2e35deffd66,2021-09-18,not_purchase
8cd8b36a-0101-4582-86bf-792b2c4b9783,ea40e0af-7711-4f23-9f00-56b53d632880,2022-12-20,purchase
b3895380-c69e-4c0a-8af3-73b725133d2c,32ebb6c5-1f71-4946-b1d7-5720131f0835,2019-03-21,purchase
03e19c4b-e234-460d-a64c-d71946099e4d,72b846f7-7615-4000-9a04-809793460699,2019-07-28,not_purchase
edf6be80-d36b-422a-bf1b-7d5db9d44a08,895b6d13-f8d3-4194-bf82-dbf9923278f9,2021-06-24,not_purchase
4ca71eda-756a-44a4-8e1a-163c6c771d3c,a88f136b-45ef-46a9-a581-83db499d3ad7,2023-03-09,purchase
3aff1f71-25f5-4409-b59d-c7a06d7a89df,45cfb699-1e96-43f1-8e48-639ee488d0dc,2022-01-09,purchase
e96f2931-7e2f-4182-98c1-fdfc8dc4c2f8,48dbd6fb-5010-49d8-8bbb-c097a60d8ae4,2019-05-15,not_purchase
45c9130a-6557-4e6a-91f3-5a3373dd01f2,8508786f-676c-4317-beef-006b89118ddc,2020-07-08,not_purchase
23f2db1d-09d1-46e4-abba-cd5978769d4d,d9378770-fcce-4f1b-83ed-6335c23cab73,2020-03-17,not_purchase
d92f3359-9c8b-46da-9015-1e6b76605b5c,18ca3784-256b-4ad6-a8f6-c864dd738f16,2022-09-16,not_purchase
5b442255-a215-4923-9297-5aa7bb3c95cc,396425c3-2399-42f5-a27a-bd26c5c40cbc,2020-04-04,purchase
316a51ec-a70a-4bff-964f-71157f45a100,0c22d458-bede-4f72-9173-b45b9a15f50b,2019-11-24,purchase
f3fdb1cd-4360-42d0-9fc3-3a178a159961,bc8a70e9-776c-40d0-9ca3-4236031fde7a,2020-06-27,purchase
cd7b32ff-a241-4154-8610-3a8224ec87d3,57c85404-4f84-4671-95e3-0f08324aafcd,2020-12-11,not_purchase
bdcc9014-430b-4e2a-bc46-654cbdac545c,a341eee6-8c3f-4e86-9e79-8b1035f07ab8,2020-06-30,not_purchase
268a7768-57e0-46e4-8452-ce593d1662ec,55643964-5e8d-414b-8709-55ab97343bc6,2022-10-22,not_purchase
ab1282dd-496d-48c0-993a-1efcf042dd25,0d82fafd-231f-44e3-ace9-4d7a4c99a328,2021-12-27,purchase
a6117d24-ec96-48f7-b57d-41532176b74b,3b94131c-5de4-4f2d-84fc-56010d743189,2019-09-18,not_purchase
e20e83fe-69d2-4bad-a693-d97270fb9b9d,3d369b39-a455-4dfa-914d-36d4c8690717,2022-12-17,purchase
4aa2f0be-5bbc-4439-a655-01f08bead611,7ed90e84-c5df-469d-80dc-096f4603a197,2021-03-06,not_purchase
99074126-f45c-4a55-8a7c-025aa3bfaa8e,e2254858-6a2f-4909-b0f8-4a573eddc4b6,2022-04-22,not_purchase
7fbf7d07-c90c-4616-bf56-bfa786f641e2,f889177c-ac8b-42f5-8521-9af990d13413,2022-04-23,not_purchase
03edd766-55db-4556-88a0-88523587d0ad,2cd273ec-2379-4c01-a42c-38c61c1c9108,2018-07-26,not_purchase
6d5327cf-eef6-464d-a5e2-110f94690245,30a213eb-4353-4584-a691-5e777d2c85e3,2022-09-03,not_purchase
2bfc4687-3e75-4810-910e-cddc3ddfb374,f1c90c30-43cc-48b2-ab3b-12d5a0cc9e9b,2022-09-09,not_purchase
25d157b8-29f9-4193-aff6-f712c6d881fc,63271b2e-2e62-4982-a5b6-c14008a3bbd3,2018-12-01,not_purchase
ebfd765c-9cc5-4589-a2e3-87b36cdf58c7,187a2408-cde8-4239-8dbd-cbb4eff58bd8,2019-10-22,not_purchase
a1c2a3cb-dc89-4fbb-a323-8141512056da,4583f1d0-a306-47ba-a744-f7f1fc0e50a6,2021-02-13,purchase
11462d86-5dd0-4f8e-b189-a51a6dfdb40e,49c71fcb-4ac9-494f-8471-053b8caf6851,2019-10-27,not_purchase
96481d87-1a2e-4da0-b5f6-82630212225a,24bedb7c-8d8a-4fe8-a3d7-ee2407459dad,2021-01-21,not_purchase
a6719a7a-77ff-4aea-87c2-68016b15fbd4,279e32b6-e144-414f-b2e9-cada012739d0,2020-12-28,purchase
024deb2b-33c8-4b00-9838-9a925a476515,cbea9ade-40ef-445f-9ab7-cdbf8141db92,2019-07-16,not_purchase
dc99c35b-59e2-4e58-836f-bc54f0502ede,faeb3641-edd0-4c90-8602-a03f20794208,2019-04-17,not_purchase
49abb70a-b9c3-429c-89ab-002249e7522b,271d7b81-e4c1-4a70-8886-c8e1b8656a12,2022-05-24,not_purchase
f1dc28eb-f00a-4c9c-8002-32d562ca5a7c,2055668c-082f-4ee3-9e0f-f7404b56a78d,2022-04-24,not_purchase
93e8b3a5-3959-4191-8003-4649c291a170,1396addf-b063-4a9f-b354-d24a90d8aa83,2020-11-19,purchase
47fa836d-428e-421b-af14-8d89da56ea2b,eaed0883-409e-4376-83f6-6792ab6607c8,2022-07-03,purchase
116482a3-03fe-43ba-86d4-1b945828a981,db84b1cb-22ac-47f0-a0e2-938153d4e08f,2020-07-04,not_purchase
b630b5ac-5150-49ed-833b-8cf127bc49ff,2587ed3b-3908-439e-9051-66dc3983c039,2020-06-06,not_purchase
8ca783d0-4dfd-454e-a639-265efb707f6d,3736de5a-2f59-454e-ab03-3d4d2e12b0e9,2019-10-16,not_purchase
fb878ea0-845d-4a67-bf16-c5be8d1c02c3,63fb5fa9-f9fa-4cd1-9868-cea1a9867e9d,2020-04-09,not_purchase
6072c1f5-9ee4-4109-b032-580b69ab1eef,17fbcfd9-1665-4981-a237-053a3ad74525,2019-06-10,not_purchase
a8db3823-60de-494c-b478-5415878facb2,ffd8e4ab-4555-4bb6-9f95-6b9d426cbd7b,2023-02-01,not_purchase
028629ea-42d5-4640-b9d9-9aaf3600cb64,4420beb1-53b7-4ca9-bc68-66c8552336f9,2020-03-23,not_purchase
7730a10c-1a28-4a8e-ab97-f3f9d27e1d05,ed6d2220-b510-4225-8abc-6c53806ad3b7,2021-09-05,not_purchase
f33bc9c7-71bd-4f70-85d4-503f786f740f,daa4af98-46ef-47dd-ab52-c032db105a30,2022-09-11,not_purchase
f7c277ee-f8cc-4bc0-aaf5-ebbd989dd786,aa430192-7585-41a0-821f-04f693b6bf81,2022-06-30,not_purchase
4fc800ce-46a9-453c-a162-0dcc4ee800e0,2b8dd4f0-2ad0-44ee-a626-1d215d51518e,2020-07-15,purchase
36aff590-ea66-4e79-8a8a-b834ae3b03cc,d92b55f4-34f1-40be-9625-fc3b786c5727,2023-01-08,not_purchase
1005802d-6311-4053-84a0-555506cf0cf0,b03eb414-751b-49fe-a13d-ecdbc6e7ddcd,2018-11-13,not_purchase
3e63ef2a-14b6-4b59-aea6-0de74dc41922,b50999c9-e8d7-4e7b-8286-d9dad4cd71fb,2021-04-15,not_purchase
272bb7cd-3c1a-4a3c-8120-bdf9c7e69651,4fe6d6d6-8a8a-42ca-a321-cb293af4cb66,2020-05-08,not_purchase
3887c44b-c5c2-425e-a9b0-b8337ca01f69,4260e846-6402-4d7b-a4d8-c5098a28e26d,2019-05-25,purchase
44c8c52b-4ec0-4f8e-a426-5615a6554dc3,5c5f34bf-b9fc-44e6-8607-a872ebc4258c,2019-11-25,purchase
6e874d56-4437-4c3a-b23d-aa770c0f01d3,c4b94e46-4744-46b8-ac80-4d1cf274a3b4,2022-07-15,not_purchase
c17e2ca6-2089-453f-8b41-89d230767054,9712607a-b264-41b3-9094-22ce1672a7ff,2021-10-22,not_purchase
fc85b694-ee53-467f-8e0b-7e52142f47a4,5b2b3008-b855-41d7-be36-da18e25ba57a,2023-03-06,not_purchase
b7f1d4f9-0243-4826-bcca-36a1b3ca6052,d0fd05ab-7ca8-49d2-b709-280227705a58,2023-01-22,purchase
e5a06082-f0cc-4871-a904-4cf0c8516b2d,1ac8167d-0b4e-4482-b55d-a9f2dd8e3116,2019-05-26,not_purchase
78b7b63b-6e6d-497e-8dfa-80ad667e3b57,a5a123cb-80d7-4350-8b89-6390acc4ae6d,2018-09-23,not_purchase
dc9f18c5-28c3-4eee-8ab8-0a1ac873c0c1,e84c0f65-9118-4178-88fd-b9590013fc64,2021-05-28,not_purchase
4f0e9ed2-aeab-4d08-bba5-9b8d1be81797,ee1f6823-5dde-44e2-a01b-ce3952d565d3,2020-12-10,purchase
e4aa0f3b-f830-44e7-ad01-553cd563ab6d,ef1533f0-cdf4-4f50-87ce-8e3e68083343,2018-12-01,not_purchase
18bc5305-3d86-4fb3-85d7-9f43c5c85ce1,f038be21-4696-485f-b192-4f86588a0cb1,2019-01-26,not_purchase
e5d2ccda-f522-41a4-8437-7e43b5d5244e,75503670-9853-4077-a46c-a85e54f6a14c,2022-01-30,not_purchase
9feb98b0-651f-4949-bcd9-a718926a0a22,12058c39-6bb4-4dcb-88a0-36310ebde08f,2021-03-31,not_purchase
b490336c-16b0-4f05-ab61-ba6c78dbb459,c70afe3c-2c32-4abd-aa93-ae1717712145,2021-08-10,not_purchase
2b6940b4-1a91-40e9-b006-f5c671d3f84f,f590adf3-bd94-4877-ad85-16a4dab18f0c,2019-06-20,not_purchase
a67a9445-35c6-4f9f-811e-bc5be3636c9d,cd2cd1a9-7cf0-47f6-9e14-e48aa9964abb,2020-08-05,not_purchase
721bee25-d7fb-4d74-87c6-86c2af5077a4,04a16f0d-1631-44e1-92fc-a1e1e4464b22,2019-03-16,not_purchase
bdb614cf-82cc-4aa9-9dab-59a6684beed8,8864df53-2418-42ff-a98c-34f71e82ddc2,2020-09-24,not_purchase
22441fab-cb64-4f5a-b39e-83cb89537f64,45e02ff2-f6f4-4d01-943c-5c58ddfa6315,2020-01-18,purchase
8c91e486-3e18-4e8a-a4b1-9738f22f481d,c0b50de2-6792-4c19-a69b-74559925163d,2018-11-07,not_purchase
285b3fb1-6598-4c54-ae69-f410494452ba,00449092-d0a9-48cc-9e8e-7802b00880ed,2020-07-09,not_purchase
a5e85452-300d-421a-b267-adb0004c50a0,d62abd52-b451-474e-b17e-53dd0ba90855,2023-04-29,purchase
40fd8881-273a-4959-bf48-7e1203b76dba,1008703d-a6eb-40c9-ba73-a9a682983c2b,2020-06-28,not_purchase
e5ab837f-c80f-4c0c-8e8b-d014dba14cf4,6704b435-bbfc-4d0b-aebb-f300197eb879,2019-08-06,not_purchase
4e5b9df3-527c-4d0a-b8e4-2f3df5120ccc,b18a6935-82f1-4c18-b017-5833240a929d,2019-11-23,purchase
663e6051-8e52-4917-999c-8e9f7771552d,0b08623c-6891-4bb9-b0f5-eb0847e954d3,2023-04-01,not_purchase
33966417-6058-453d-a75f-d57e22969ec4,98770843-a518-42bc-bc9c-83ef9366f991,2019-10-02,not_purchase
4f395f67-cc49-45c1-ac47-7227bf843a4b,7a80e30f-e532-4e20-a37e-a21a2c41e586,2018-10-19,not_purchase
0702750b-a9e5-43b3-841b-b03288c58436,63c719df-5eb8-4f60-9c8f-c6f9c6c60be5,2020-07-08,not_purchase
42683275-c65e-40f8-9935-bebdae7953fc,69ad3f98-471b-4a83-95c3-9f1dbe5b0370,2020-11-28,not_purchase
7d4afc2d-3c55-449a-a840-d5a1916edef5,8aa50d25-8c0e-4859-90ad-1b672dadc335,2022-02-23,not_purchase
c6004d30-64c0-4c91-83dd-0be867e317fb,317492a8-5fda-4452-b598-f945f5cbc55c,2022-12-23,purchase
ba54d264-5bf3-4ef7-a605-482bbeafecd3,83ee05d3-2370-4fe6-95e1-ed5f14810bd2,2021-01-28,not_purchase
1d5f7075-e7c9-4959-bb4c-5071d5a0491a,c22fcf9b-c599-4eaf-b26c-52af90eafb77,2022-04-24,purchase
0438d081-831f-437a-aed8-1d913bec3026,7341c6a0-4449-44b9-85c8-9ef6eafa9383,2022-11-29,not_purchase
20c7c898-db59-46ae-a416-4cd03eecb195,8b347eb8-1f88-407b-bace-ac030407c1d7,2019-02-04,not_purchase
4d8803e5-0f58-40f6-b579-58a477b6a2f8,9677e1d5-eaa4-41a1-b93b-57072a41af10,2022-03-27,purchase
efdaf68b-b919-42f4-88da-915ff9978ad2,4a37490d-6906-47cd-a00f-e5b4941a8657,2020-04-14,not_purchase
e159644c-0e7b-4065-8a0e-b13dc2f1a641,4ecd5ed9-87ea-4279-8242-8c9683bafdcf,2020-07-04,not_purchase
3ad3dc85-a357-433f-86bd-374d5f02fc50,43302439-e0d4-4afb-b957-ac823029cc66,2021-08-13,not_purchase
0dd1e041-6447-4dad-a0e2-e93be5d1b256,194615b6-aae0-4748-a401-53030160e0c6,2019-04-18,not_purchase
e1c61c51-e04e-4c93-9ad7-a708ba1f023b,77b99a61-bd00-44a0-836f-9d5aeb6ed863,2019-07-07,not_purchase
4b900e42-b78e-4ec4-adee-193c7d905d77,26889eaf-2caf-4e21-8134-5c3b20d566f4,2022-12-29,purchase
78b21e6b-37fb-4aeb-9c29-974f84f939bc,3ef1dc3f-f745-4dca-9b08-979e85e6933d,2021-11-18,not_purchase
72c95344-94fa-4e63-85ae-4895a6591569,ec4ec565-4c0f-42f3-89f7-40e6be8657a2,2019-10-14,purchase
15019eeb-2811-44c4-8706-ca573d31cca0,f805baff-e190-41e3-b29e-774713de3280,2020-04-27,purchase
d656bfd3-d29b-4e48-8594-a1ebc0e09baf,5aad2136-5dda-47a9-a585-adac22ab3da1,2020-07-03,not_purchase
fdea38b8-c476-4055-810e-67ae3704721f,c093e0be-a2cb-43d7-9112-644b95ef11ec,2020-10-20,not_purchase
7bbdcc0d-502c-42fc-90d0-44ae3d0c8b18,3a77e4b5-ae29-4eba-81c3-babef7079b49,2019-06-23,purchase
7e8972cb-0f22-49d3-87b6-3952405f6f7b,927bdc86-ff50-49c4-bd13-f3e960da6d4c,2020-08-16,purchase
8bf67b62-7002-4e55-94af-0ac9307e77fb,33f1a789-9918-46cb-8aeb-76664c6ee8bd,2021-03-16,not_purchase
936d95f0-4080-46fa-be51-a9d31c4c6be4,328c0e31-53ef-45cd-8438-2b0f1987203c,2019-02-26,purchase
c48b175d-1e55-43cd-bbab-29173f2c2068,279fd5b3-8f7e-4dd2-b4b8-747e1244936b,2021-09-06,not_purchase
60e64695-de13-4a4f-a310-257b3e841fcf,a78ca54a-45af-410b-b695-363353588ab9,2023-07-14,not_purchase
a515b220-655a-45c5-b22f-96471691bee2,e430cd80-067f-41d5-9a0a-edd2a04ae8f3,2020-05-14,purchase
bc390014-1408-4c3d-9db8-941686f05bd7,31ad818f-381b-45bb-985a-2b25fbe7e370,2023-04-23,not_purchase
47f47c0c-e06c-484c-afb5-8a6858c285f7,e6a15da3-109b-4f0e-b878-8bb4a4765b74,2019-03-26,purchase
